"Ativo","Media_amostral","IC_inferior","IC_superior"
"WEGE3",0.000566398313198046,-0.00093679495530896,0.00198151609678547
"BTC-USD",0.000578427200143385,-0.00124799653258017,0.00235444367832386
"HGLG11",0.000258217566241981,-0.000274535647157508,0.000781923846152528
