"diff","lwr","upr","p adj","grupo1","grupo2","significativo","estrelas"
-0.000320209633901397,-0.00286394752307756,0.00222352825527476,0.953082675130018,"HGLG11","BTC",FALSE,""
-0.0000120288869453314,-0.00255576677612149,0.00253170900223083,0.99993217585326,"WEGE3","BTC",FALSE,""
0.000308180746956065,-0.00246432888582832,0.00308069037974045,0.963223039748022,"WEGE3","HGLG11",FALSE,""
