"Variavel","Coeficiente","Odds_Ratio","p_valor"
"(Intercept)",-2.56985666736537,0.0765465162515,0.0000000000000000000000000000000000000000000000000197164359811475
"retorno_mercado_pct",-0.593397444681543,0.552447184026669,0.000275870884152137
