"symbol","date","retorno_log","retorno_simples"
"WEGE3",2024-06-11,-0.000264706250720489,-0.000264671219112
"WEGE3",2024-06-12,0.00711757072405848,0.00714296083345123
"WEGE3",2024-06-13,0.0091513930288836,0.00919339505397776
"WEGE3",2024-06-14,0.00906871844841522,0.00910996386229712
"WEGE3",2024-06-17,0,0
"WEGE3",2024-06-18,0.00231869094448226,0.00232138118720893
"WEGE3",2024-06-19,0.0241527702304213,0.0244468109119371
"WEGE3",2024-06-20,0.0240736570520638,0.0243657668745356
"WEGE3",2024-06-21,0.00732964796228355,0.00735657558169489
"WEGE3",2024-06-24,-0.00512501756641923,-0.00511190707062714
"WEGE3",2024-06-25,0.0169820950043647,0.0171271105057258
"WEGE3",2024-06-26,0.00909972973853853,0.00914125814938838
"WEGE3",2024-06-27,-0.00597734465491365,-0.00595951587096799
"WEGE3",2024-06-28,0.011682199472559,0.0117507028616752
"WEGE3",2024-07-01,-0.00373937032715823,-0.00373238758833006
"WEGE3",2024-07-02,0.00142863600213455,0.00142965698869602
"WEGE3",2024-07-03,0.00190148588281752,0.0019032948534945
"WEGE3",2024-07-04,-0.00523805344465169,-0.00522435876429672
"WEGE3",2024-07-05,0.00713612293735179,0.00716164573780009
"WEGE3",2024-07-08,0.0526316049724233,0.054041270023284
"WEGE3",2024-07-09,0.00179733908959316,0.00179895527162532
"WEGE3",2024-07-10,-0.0112869438244038,-0.0112234852494747
"WEGE3",2024-07-11,0.0204479545413947,0.0206584462239126
"WEGE3",2024-07-12,0.0202561937899817,0.0204627427580502
"WEGE3",2024-07-15,0.0136378743176495,0.0137312943259589
"WEGE3",2024-07-16,0.00364871542936793,0.00365538009486754
"WEGE3",2024-07-17,0.00789489385052286,0.00792614070103936
"WEGE3",2024-07-18,0.00741152391030284,0.00743905723289973
"WEGE3",2024-07-19,-0.00232347641030495,-0.00232077922834095
"WEGE3",2024-07-22,-0.00254087376756167,-0.00253764848007143
"WEGE3",2024-07-23,-0.0025471737324363,-0.0025439324380554
"WEGE3",2024-07-24,-0.00853771582537168,-0.00850137303130838
"WEGE3",2024-07-25,-0.0151192310994338,-0.0150055093746371
"WEGE3",2024-07-26,0.0208901529206623,0.0211098795388025
"WEGE3",2024-07-29,-0.0094218131278208,-0.00937756691539726
"WEGE3",2024-07-30,-0.0134289108951373,-0.013339145338372
"WEGE3",2024-07-31,0.0995433006899267,0.104666302517409
"WEGE3",2024-08-01,0.0421317724016989,0.0430319125157366
"WEGE3",2024-08-02,-0.0588517701642262,-0.0571534832161973
"WEGE3",2024-08-05,-0.0156858436562796,-0.0155634615351716
"WEGE3",2024-08-06,0.00224870102633419,0.00225123125070437
"WEGE3",2024-08-07,-0.0133622310748453,-0.0132733527764003
"WEGE3",2024-08-08,0.0279580412976291,0.0283525351782323
"WEGE3",2024-08-09,0.000201211263188383,0.000201231507532373
"WEGE3",2024-08-12,0.0175514243009773,0.0177063556430828
"WEGE3",2024-08-13,0.0108152483056307,0.0108739445174382
"WEGE3",2024-08-14,0.00798670236901204,0.00801868115469961
"WEGE3",2024-08-15,0.0222572380865864,0.0225067783301487
"WEGE3",2024-08-16,0.010382350627123,0.0104364342390171
"WEGE3",2024-08-19,-0.0278007128204758,-0.0274178293530617
"WEGE3",2024-08-20,0.0251681270386282,0.0254875182112535
"WEGE3",2024-08-21,0.00600719794382694,0.00602527734143843
"WEGE3",2024-08-22,0.0143084197554187,0.0144112751740424
"WEGE3",2024-08-23,-0.0072215264534006,-0.00719551388572148
"WEGE3",2024-08-26,0.00500522868430424,0.00501777576633256
"WEGE3",2024-08-27,-0.00148049006435713,-0.00147939467957725
"WEGE3",2024-08-28,0,0
"WEGE3",2024-08-29,-0.00855491913461044,-0.00851842994207985
"WEGE3",2024-08-30,0.0113288464321653,0.011393260830032
"WEGE3",2024-09-02,-0.0338061185020888,-0.0332410768634334
"WEGE3",2024-09-03,0.00855933194898599,0.00859606776724453
"WEGE3",2024-09-04,0.0111122886388319,0.011174259451358
"WEGE3",2024-09-05,0.0111753832330265,0.0112380610936662
"WEGE3",2024-09-06,-0.0207736362238761,-0.0205593506383116
"WEGE3",2024-09-09,-0.0081648154503958,-0.00813157387668717
"WEGE3",2024-09-10,0.00835381327014363,0.00838880373495599
"WEGE3",2024-09-11,0.0114675828790212,0.0115335876714122
"WEGE3",2024-09-12,-0.00355796577418419,-0.00355164371407279
"WEGE3",2024-09-13,0.00579826370226622,0.00581510616986791
"WEGE3",2024-09-16,-0.0116301145674457,-0.0115627462051975
"WEGE3",2024-09-17,0.00601940022019878,0.00603755321480626
"WEGE3",2024-09-18,0.00523752885177641,0.00525126868312742
"WEGE3",2024-09-19,-0.00636327704930827,-0.00634307427656544
"WEGE3",2024-09-20,-0.0139915476321389,-0.0138941208427223
"WEGE3",2024-09-23,0.0336983629517332,0.0342725847422234
"WEGE3",2024-09-24,0.019506636044219,0.0196981336001107
"WEGE3",2024-09-25,0.00522210442410265,0.0052357633772202
"WEGE3",2024-09-26,0.00662296016863041,0.00664494046741582
"WEGE3",2024-09-27,-0.000356859126902125,-0.000356795460257464
"WEGE3",2024-09-30,-0.0284558661367911,-0.0280548111044127
"WEGE3",2024-10-01,0.0270262875741532,0.0273948101257646
"WEGE3",2024-10-02,-0.00952997098975207,-0.00948470472573815
"WEGE3",2024-10-03,-0.0136426890131408,-0.0135500492948606
"WEGE3",2024-10-04,-0.00183318406725657,-0.0018315048116293
"WEGE3",2024-10-07,-0.0203899136592155,-0.0201834450432886
"WEGE3",2024-10-08,0.0168976303832432,0.0170412028778333
"WEGE3",2024-10-09,-0.00572431213965907,-0.00570795948237324
"WEGE3",2024-10-10,0.00332784003091265,0.00333338343803335
"WEGE3",2024-10-11,-0.000184714000191538,-0.00018469694161094
"WEGE3",2024-10-14,0.0159331094002754,0.0160607182221388
"WEGE3",2024-10-15,0.026710980375965,0.0270709162124754
"WEGE3",2024-10-16,0.0116076925019736,0.0116753231900077
"WEGE3",2024-10-17,-0.0171063704795593,-0.0169608872685203
"WEGE3",2024-10-18,-0.0179475333354819,-0.0177874355764658
"WEGE3",2024-10-21,-0.00326476906289743,-0.00325944549935808
"WEGE3",2024-10-22,0.0163980270548127,0.0165332126151039
"WEGE3",2024-10-23,0.00445843747040789,0.00446839108977892
"WEGE3",2024-10-24,0.00124484310175336,0.00124561824053604
"WEGE3",2024-10-25,-0.0143193668197931,-0.0142173322906171
"WEGE3",2024-10-28,0.0141415141427779,0.0142419783673764
"WEGE3",2024-10-29,0.0120144118075903,0.0120868747622767
"WEGE3",2024-10-30,-0.0530141021885456,-0.0516333616571482
"WEGE3",2024-10-31,0.00203494589358991,0.00203701780115306
"WEGE3",2024-11-01,0.0108448847194284,0.0109039036398935
"WEGE3",2024-11-04,0.0268747951099188,0.02723917934298
"WEGE3",2024-11-05,-0.00320846343701087,-0.00320332181856575
"WEGE3",2024-11-06,0.00142727079305986,0.00142828982877385
"WEGE3",2024-11-07,-0.00572149146017073,-0.00570515489925372
"WEGE3",2024-11-08,-0.0122679435453667,-0.0121929991103743
"WEGE3",2024-11-11,0.00723469815156174,0.00726093180626508
"WEGE3",2024-11-12,-0.00126213396887607,-0.00126133781278548
"WEGE3",2024-11-13,-0.0130767316431161,-0.0129916026615108
"WEGE3",2024-11-14,-0.00641921634603356,-0.00639865719152755
"WEGE3",2024-11-18,-0.00646061426698475,-0.00643978936997491
"WEGE3",2024-11-19,0.00240452547658853,0.0024074186664238
"WEGE3",2024-11-21,-0.0074171428348595,-0.00738970371281644
"WEGE3",2024-11-22,0.00519776325877912,0.00521129506510953
"WEGE3",2024-11-25,-0.035045028010909,-0.0344380620547723
"WEGE3",2024-11-26,0.0120080232043015,0.0120804089613937
"WEGE3",2024-11-27,-0.0127753214493934,-0.0126940634308371
"WEGE3",2024-11-28,0.0152355117810922,0.0153521638558154
"WEGE3",2024-11-29,0.0192798481352419,0.019466904613564
"WEGE3",2024-12-02,-0.00166986439294198,-0.00166847094512745
"WEGE3",2024-12-03,0.0138314643149886,0.0139275615616039
"WEGE3",2024-12-04,0.00729931431542676,0.00732601924651721
"WEGE3",2024-12-05,-0.00127360610173094,-0.00127279540968372
"WEGE3",2024-12-06,0.0121235669261554,0.0121973552547354
"WEGE3",2024-12-09,0.00269424979619566,0.00269788254895964
"WEGE3",2024-12-10,0.0200664146327148,0.0202690985741034
"WEGE3",2024-12-11,0.028937343011826,0.0293600958511546
"WEGE3",2024-12-12,-0.0128923694353082,-0.0128096188392984
"WEGE3",2024-12-13,-0.00242507336250107,-0.00242213524762225
"WEGE3",2024-12-16,-0.009584439556418,-0.00953865520481645
"WEGE3",2024-12-17,0.0137380548489607,0.0138328555527751
"WEGE3",2024-12-18,-0.0147892270330517,-0.0146804035471946
"WEGE3",2024-12-19,-0.0103956915833243,-0.0103418431403833
"WEGE3",2024-12-20,-0.0164287789148561,-0.016294562535445
"WEGE3",2024-12-23,-0.0222478616079433,-0.0220022030996084
"WEGE3",2024-12-26,0.00771361015218775,0.00774343668373478
"WEGE3",2024-12-27,-0.0180916102143194,-0.0179289395031361
"WEGE3",2024-12-30,-0.01709771796094,-0.0169523814674957
"WEGE3",2025-01-02,-0.000948088212404174,-0.000947638918776139
"WEGE3",2025-01-03,-0.00494389373911002,-0.00493169281143591
"WEGE3",2025-01-06,0.000190691085900235,0.000190709268601097
"WEGE3",2025-01-07,0.019813835751998,0.020011432689006
"WEGE3",2025-01-08,-0.00580902321650834,-0.00579218346442567
"WEGE3",2025-01-09,0.0200935793577694,0.020296814280091
"WEGE3",2025-01-10,-0.0174661018155734,-0.0173144536436323
"WEGE3",2025-01-13,-0.00187597841006691,-0.0018742198624071
"WEGE3",2025-01-14,-0.00602763719677558,-0.00600950743651651
"WEGE3",2025-01-15,0.0229723088474017,0.0232382045096389
"WEGE3",2025-01-16,-0.00908836679483712,-0.00904719241969287
"WEGE3",2025-01-17,0.00927314736806057,0.00931627620939945
"WEGE3",2025-01-20,0.0175666851844299,0.0177218868596749
"WEGE3",2025-01-21,0.00902867329557776,0.00906955470866522
"WEGE3",2025-01-22,0.0144555409007843,0.0145605275015352
"WEGE3",2025-01-23,0.0142492706317143,0.0143512754105242
"WEGE3",2025-01-24,0.0107716026684003,0.0108298252427841
"WEGE3",2025-01-27,-0.0820752609815574,-0.0787973745264682
"WEGE3",2025-01-28,0.0145254796270569,0.0146314870539366
"WEGE3",2025-01-29,0.00626620926655565,0.00628588302767596
"WEGE3",2025-01-30,0.0321791575409924,0.0327025051739664
"WEGE3",2025-01-31,-0.0210343861414318,-0.0208147064134379
"WEGE3",2025-02-03,-0.0209298068084814,-0.0207122985138182
"WEGE3",2025-02-04,0.00296408380274243,0.00296848104265979
"WEGE3",2025-02-05,0.00755561271940281,0.00758422838541528
"WEGE3",2025-02-06,0.00110083277217381,0.0011014389109687
"WEGE3",2025-02-07,-0.0108786468893317,-0.0108196884001325
"WEGE3",2025-02-10,0.00499298959010982,0.00500547533438112
"WEGE3",2025-02-11,-0.0205000590163868,-0.0202913613443478
"WEGE3",2025-02-12,-0.00774976635253258,-0.00771981433692392
"WEGE3",2025-02-13,-0.00437397570168698,-0.00436442380163515
"WEGE3",2025-02-14,0.025031961436896,0.0253478915926544
"WEGE3",2025-02-17,-0.0254130724485068,-0.0250928784285344
"WEGE3",2025-02-18,0.00835366494592723,0.00838865416648793
"WEGE3",2025-02-19,-0.0129401387776075,-0.0128567751482087
"WEGE3",2025-02-20,-0.00210906535234789,-0.0021068428367691
"WEGE3",2025-02-21,0.0161832087266902,0.0163148661031449
"WEGE3",2025-02-24,-0.0267959347863371,-0.0264401090379097
"WEGE3",2025-02-25,0.0163544670009055,0.0164889333379747
"WEGE3",2025-02-26,-0.0908354546112284,-0.0868320438857992
"WEGE3",2025-02-27,0.0217061090007128,0.0219434003653596
"WEGE3",2025-02-28,-0.0098643493249275,-0.00981585621311076
"WEGE3",2025-03-05,-0.00976009571499094,-0.00971262056036781
"WEGE3",2025-03-06,-0.0077953538185907,-0.00776504884513685
"WEGE3",2025-03-07,0.0128193598574314,0.0129018800928558
"WEGE3",2025-03-10,-0.00439464421329988,-0.00438500189444402
"WEGE3",2025-03-11,-0.0229115505932189,-0.0226510741169434
"WEGE3",2025-03-12,0.0127934090316486,0.0128755947936945
"WEGE3",2025-03-13,-0.00979356747695108,-0.00974576666907212
"WEGE3",2025-03-14,0,0
"WEGE3",2025-03-17,0.0192823472129806,0.0194694523437942
"WEGE3",2025-03-18,0,0
"WEGE3",2025-03-19,0.0102307751944163,0.0102832885061332
"WEGE3",2025-03-20,-0.00499801719327072,-0.00498554788792227
"WEGE3",2025-03-21,-0.00104427960523436,-0.00104373453503914
"WEGE3",2025-03-24,-0.00860513689544773,-0.00856821867628976
"WEGE3",2025-03-25,-0.00763045931773607,-0.00760142126786256
"WEGE3",2025-03-26,-0.00533310791928534,-0.00531891214632052
"WEGE3",2025-03-27,-0.00773040704882084,-0.00770060429749664
"WEGE3",2025-03-28,-0.0117087836149781,-0.0116405025639496
"WEGE3",2025-03-31,-0.0125098286282574,-0.0124319059934941
"WEGE3",2025-04-01,0.00154468094726373,0.00154587458139366
"WEGE3",2025-04-02,-0.00997227444277213,-0.00992271618697549
"WEGE3",2025-04-03,-0.0141306108984513,-0.0140312424127002
"WEGE3",2025-04-04,-0.0125015904426311,-0.012423770190705
"WEGE3",2025-04-07,0.00638389815591358,0.00640431866476865
"WEGE3",2025-04-08,0,0
"WEGE3",2025-04-09,0.0315428318657105,0.0320455790866307
"WEGE3",2025-04-10,-0.0110718070660475,-0.0110107401915319
"WEGE3",2025-04-11,0.00466511096906386,0.00467600954033154
"WEGE3",2025-04-14,0.015394981829329,0.0155140950256054
"WEGE3",2025-04-15,0,0
"WEGE3",2025-04-16,0.00043645274948402,0.000436548008843518
"WEGE3",2025-04-17,0.00239682984069711,0.0023997045335975
"WEGE3",2025-04-22,0.00629142086358535,0.00631125342166827
"WEGE3",2025-04-23,0.000648490785452103,0.000648701101061633
"WEGE3",2025-04-24,0.0489238807469711,0.0501404117938991
"WEGE3",2025-04-25,0.0264028917428949,0.0267545360768977
"WEGE3",2025-04-28,0.00858212007617465,0.00861905204460212
"WEGE3",2025-04-29,0.00297632344328638,0.00298075709147172
"WEGE3",2025-04-30,-0.122748749837823,-0.115514138137917
"WEGE3",2025-05-02,-0.00494052030636244,-0.00492833600976039
"WEGE3",2025-05-05,-0.043480120551055,-0.0425484124882695
"WEGE3",2025-05-06,0.00982701421851345,0.00987545787821431
"WEGE3",2025-05-07,-0.0235581060536759,-0.0232827801632419
"WEGE3",2025-05-08,0.00617849320402691,0.00619761946336128
"WEGE3",2025-05-09,-0.00999996950724866,-0.00995013606148809
"WEGE3",2025-05-12,0.0208390125065158,0.0210576608919268
"WEGE3",2025-05-13,0.030693418480508,0.031169317964264
"WEGE3",2025-05-14,0.00158976313093096,0.00159102747425055
"WEGE3",2025-05-15,0.00226657262906214,0.00226914324660044
"WEGE3",2025-05-16,0.0186165988903067,0.0187909681407989
"WEGE3",2025-05-19,-0.0100504067943679,-0.0100000702314553
"WEGE3",2025-05-20,-0.000448913991380181,-0.000448813244570467
"WEGE3",2025-05-21,-0.0245523120557605,-0.0242533557295694
"WEGE3",2025-05-22,0.00505053689072012,0.0050633123507513
"WEGE3",2025-05-23,0.000457844077151879,0.000457948903748839
"WEGE3",2025-05-26,0.000915059770169675,0.00091547856509222
"WEGE3",2025-05-27,0.019475457762578,0.0196663416601242
"WEGE3",2025-05-28,0.00156856491377877,0.00156979575519056
"WEGE3",2025-05-29,-0.0144341723893192,-0.0143304991349961
"WEGE3",2025-05-30,-0.038675735987291,-0.0379373791413211
"WEGE3",2025-06-02,-0.0118765701028676,-0.0118063220212754
"WEGE3",2025-06-03,-0.00359066125360529,-0.00358422253820689
"WEGE3",2025-06-04,0.0344130084732639,0.0350119871868053
"WEGE3",2025-06-05,-0.0144693653931553,-0.014365187195129
"WEGE3",2025-06-06,0.000705062717741796,0.000705311332886094
"WEGE3",2025-06-09,0.00632245330158895,0.00634248219780242
"WEGE3",2025-06-10,-0.012685134492738,-0.0126050172977906
"WEGE3",2025-06-11,-0.000236371033248878,-0.000236343099817127
"WEGE3",2025-06-12,-0.000709921835269668,-0.000709669900385124
"WEGE3",2025-06-13,0.00307168796410914,0.00307641043166118
"WEGE3",2025-06-16,0.00353222337781681,0.00353846903032706
"WEGE3",2025-06-17,-0.026922425295492,-0.0265632473361331
"WEGE3",2025-06-18,0.0108083949510276,0.0108670166635769
"WEGE3",2025-06-20,-0.00526949502890933,-0.00525563559473896
"WEGE3",2025-06-23,0.00130018991177988,0.0013010355251295
"WEGE3",2025-06-24,-0.0038535419019129,-0.00384612653751515
"WEGE3",2025-06-25,0.00912813865841695,0.00916992716976317
"WEGE3",2025-06-26,0.0294519765230357,0.0298899753867699
"WEGE3",2025-06-27,-0.0168582036751999,-0.0167168993197508
"WEGE3",2025-06-30,0.0101023558103742,0.0101535568787214
"WEGE3",2025-07-01,-0.0065666031797938,-0.00654509015605342
"WEGE3",2025-07-02,-0.00164848108374605,-0.0016471230851185
"WEGE3",2025-07-03,0.00657740147680241,0.00659908008547028
"WEGE3",2025-07-04,0.00676706913525359,0.00679001748274133
"WEGE3",2025-07-07,-0.015704046380605,-0.015581380799007
"WEGE3",2025-07-08,-0.0414818222915596,-0.0406332257275179
"WEGE3",2025-07-09,-0.0123886098682707,-0.0123121869577862
"WEGE3",2025-07-10,-0.00524926161013661,-0.00523550831182096
"WEGE3",2025-07-11,-0.00376658698528854,-0.00375950229435584
"WEGE3",2025-07-14,-0.00554993628118449,-0.00553456383666562
"WEGE3",2025-07-15,0.00353529394047072,0.00354155046280269
"WEGE3",2025-07-16,0.0358994915445711,0.0365516590489288
"WEGE3",2025-07-17,0.0233155538866317,0.0235894862316928
"WEGE3",2025-07-18,0.00663026314222117,0.0066522919956753
"WEGE3",2025-07-21,-0.00948527645839418,-0.00944043311947107
"WEGE3",2025-07-22,-0.0156085768539165,-0.0154873943330182
"WEGE3",2025-07-23,-0.0834973165720836,-0.0801064448640295
"WEGE3",2025-07-24,-0.0479619031341539,-0.0468299008207913
"WEGE3",2025-07-25,-0.00165746089236653,-0.00165608806263695
"WEGE3",2025-07-28,0.0201153983630639,0.0203190763845513
"WEGE3",2025-07-29,-0.00409222284138368,-0.00408386110740677
"WEGE3",2025-07-30,0.00735385702364486,0.00738096303404334
"WEGE3",2025-07-31,0.00703087465137943,0.00705564927895974
"WEGE3",2025-08-01,0.0018846312565146,0.00188640829017683
"WEGE3",2025-08-04,-0.0029630837085534,-0.00295869810872396
"WEGE3",2025-08-05,0.00161729633942533,0.00161860486848142
"WEGE3",2025-08-06,0.0273624665217672,0.0277402566944953
"WEGE3",2025-08-07,0.0217739975053399,0.0220127809296686
"WEGE3",2025-08-08,-0.0233475019501163,-0.0230770578465053
"WEGE3",2025-08-11,-0.0233679113561863,-0.0230969960600665
"WEGE3",2025-08-12,-0.0165250362342507,-0.0163892468268282
"WEGE3",2025-08-13,0.0002731921192276,0.00027322943959307
"WEGE3",2025-08-14,-0.00355624361003812,-0.00354992766496254
"WEGE3",2025-08-15,-0.0143530296049916,-0.0142505159222827
"WEGE3",2025-08-18,0.0121583616332516,0.0122325749779615
"WEGE3",2025-08-19,-0.0224980126607158,-0.0222468196812889
"WEGE3",2025-08-20,0.0131159292948782,0.0132023203821254
"WEGE3",2025-08-21,-0.00444566398185947,-0.00443579664544258
"WEGE3",2025-08-22,0.0433249342851542,0.0442771611808674
"WEGE3",2025-08-25,0.0061147025830749,0.00613343553960322
"WEGE3",2025-08-26,-0.00371740483471232,-0.00371050383927274
"WEGE3",2025-08-27,0.00398248841286321,0.00399042905751834
"WEGE3",2025-08-28,0.00211740745215705,0.00211965074235665
"WEGE3",2025-08-29,-0.00423951880387404,-0.00423054473042672
"WEGE3",2025-09-01,0.0039752061292674,0.00398311774110804
"WEGE3",2025-09-02,-0.0034442295950767,-0.00343830504011922
"WEGE3",2025-09-03,0.0045015861627496,0.00451173352243095
"WEGE3",2025-09-04,-0.0159790592892456,-0.0158520714033821
"WEGE3",2025-09-05,0.0159790592892457,0.016107407171996
"WEGE3",2025-09-08,-0.010891457926738,-0.0108323607449328
"WEGE3",2025-09-09,-0.0123624173295809,-0.0122863165677256
"WEGE3",2025-09-10,0.00807977694072427,0.00811250642803185
"WEGE3",2025-09-11,-0.0121441712014911,-0.0120707283558646
"WEGE3",2025-09-12,0.00325290038569954,0.00325819680751294
"WEGE3",2025-09-15,-0.011979499313469,-0.01190803078198
