"Ativo","N","Shapiro_Wilk_W","Shapiro_Wilk_p","Jarque_Bera_JB","Jarque_Bera_p","Anderson_Darling_A","Anderson_Darling_p","Rejeita_H0"
"WEGE3",553,0.909462603988067,0.0000000000000000124053480950601,664.447458871695,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000521275782269342,7.25023505748482,0.00000000000000000970452695101351,"SIM"
"HGLG11",553,0.925466956144256,0.000000000000000627110767364065,423.320942669477,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119405755904471,8.88910849453737,0.00000000000000000000135605537402825,"SIM"
"BTC-USD",809,0.958271157163488,0.0000000000000210718445677765,7.55238565780195,0.0229097469287348,7.76139029378703,0.000000000000000000613704798937953,"SIM"
