"simulação","valor_final","retorno_percentual","drawdown_percentual"
198,14161.973442038,41.6197344203795,18.1615177435157
199,11757.4477458668,17.5744774586676,16.1271830682579
200,13698.1580094836,36.9815800948357,11.5571438785267
201,14813.9453053218,48.1394530532176,13.6512203054069
202,15649.0277922429,56.4902779224294,12.5154233659238
203,10690.5622724341,6.9056227243411,19.1599791985376
204,5978.83426757201,-40.2116573242799,52.8046471266069
205,11347.6795736266,13.4767957362662,18.6479822005653
206,9441.28109112814,-5.58718908871859,24.5017428289847
207,9966.81569971646,-0.331843002835408,20.7186180337156
208,15323.7035623625,53.2370356236248,24.4939437734662
209,14347.8089686225,43.4780896862254,17.0007294447939
210,10065.4014263397,0.654014263396752,25.3451170142224
211,20187.6849836115,101.876849836115,27.3584014552742
212,10745.2550619127,7.45255061912677,27.5583899683539
213,9354.0692072818,-6.45930792718197,29.4481355193162
214,9995.21827107407,-0.0478172892593443,18.4928194145238
215,9640.34660339754,-3.5965339660246,22.7609104603857
216,10167.1484857932,1.67148485793149,26.1074160868147
217,10534.056637297,5.34056637296969,17.3786401815077
218,11462.5148515111,14.625148515111,23.5713440919298
219,11757.4821395685,17.5748213956852,26.9196248449663
220,10272.1508749474,2.72150874947443,19.3489572453051
221,19166.3279758031,91.663279758031,15.1089312252107
222,14749.3127716516,47.4931277165165,21.5933394285823
223,11128.9079810335,11.2890798103346,39.7306059562806
224,10373.7437697855,3.73743769785524,20.0730276579865
225,14681.6868593712,46.8168685937121,18.99502976963
226,17284.98072158,72.8498072158,24.901224177506
227,13282.9433970257,32.8294339702566,20.4522775579316
228,13212.113940493,32.1211394049299,19.0450686216586
229,14096.594927604,40.9659492760402,23.6249517398815
230,9207.69557940735,-7.92304420592652,22.5538655577333
231,10454.4944068421,4.54494406842065,25.3480711153918
232,13736.291675326,37.3629167532604,19.5090772084244
233,11248.3658471956,12.4836584719563,16.3372892511846
234,16097.4420802228,60.9744208022284,9.84107031374153
235,11844.9288257722,18.4492882577217,15.292653933482
236,10566.5775762471,5.66577576247065,16.0709178675467
237,11401.2526807326,14.0125268073258,22.1517418726275
238,8974.9571681811,-10.250428318189,32.8556409119773
239,17357.9685415267,73.579685415267,19.5395126643734
240,9945.899623616,-0.541003763840031,22.7183120969778
241,9653.1413783355,-3.46858621664503,30.2631595578913
242,14851.5099772573,48.5150997725734,15.2477753015742
243,11962.4831657989,19.6248316579888,18.2312783175047
244,14860.0667679459,48.6006676794589,13.4756197233337
245,9823.5939011779,-1.76406098822095,32.1135244411251
246,9652.58209682896,-3.47417903171036,26.4134290744252
247,10314.9786566676,3.14978656667626,21.8377253638105
248,8378.74132958543,-16.2125867041457,32.1055127967642
249,10651.6024133752,6.5160241337521,23.4553777506316
250,16766.7176770782,67.6671767707825,15.6736773650274
251,9022.56380631866,-9.77436193681338,32.5872165123145
252,15678.8400537156,56.7884005371557,16.646170258357
253,13675.9919508252,36.759919508252,26.1431623490959
254,11296.8569415618,12.9685694156179,20.1833626216398
255,13426.2367964424,34.2623679644236,24.6104985330004
256,15045.5563149068,50.4555631490677,28.2071464119752
257,11954.8417911754,19.5484179117541,32.6285370447636
258,7961.07415688987,-20.3892584311013,26.6839428546786
259,15072.4365030981,50.724365030981,10.3451313944515
260,13702.2895650759,37.0228956507588,17.6596082839732
261,10670.3847449557,6.70384744955672,25.1689513854511
262,11806.6376342601,18.0663763426006,18.9635739416407
263,11095.3545620635,10.9535456206351,22.7940606949749
264,12363.900425118,23.6390042511795,20.121066072581
265,9165.8618544597,-8.34138145540303,26.2719171040931
266,11299.2113891702,12.9921138917018,21.0319017996498
267,18686.7165139952,86.867165139952,10.460798668906
268,10902.9077153822,9.02907715382202,25.323309338451
269,13700.752315791,37.0075231579097,20.8042733660713
270,10065.2216126765,0.652216126765337,16.7402487609005
271,17626.6784032514,76.2667840325135,16.5363184399846
272,14116.2481417681,41.1624814176806,18.7641202573232
273,9493.68425730656,-5.06315742693436,23.0435507025487
274,17844.6823551454,78.4468235514536,19.1434970729219
275,11784.1393685573,17.8413936855733,19.5940270987984
276,11287.449848264,12.8744984826402,22.6420087335346
277,13895.4317535856,38.9543175358558,17.4785290510246
278,15262.2881661591,52.6228816615908,15.9736511063003
279,10381.8838242557,3.8188382425568,25.7508210695302
280,13469.9819867718,34.6998198677177,11.5197400798222
281,17171.8190589272,71.7181905892722,13.6834844845199
282,15872.349467991,58.7234946799103,19.0273090414833
283,12949.9861443314,29.4998614433144,24.1596709363049
284,5607.11277920465,-43.9288722079535,48.8778428221427
285,16621.7142508473,66.2171425084727,21.4929700129892
286,12806.831542888,28.0683154288803,18.0013203205746
287,12081.2596953603,20.812596953603,30.0900572197019
